u_id,topic_id,lesson_id,score,status,last_updated
3,2,5,1000,In_Progress,2024-08-30 00:17:15
3,3,1,0,Not_Started,2024-10-16 00:17:15
3,3,2,1000,In_Progress,2025-02-23 00:17:15
3,3,3,1000,In_Progress,2025-05-26 00:17:15
3,3,4,7000,In_Progress,2024-10-01 00:17:15
3,3,5,6000,In_Progress,2024-10-20 00:17:15
3,4,1,9000,In_Progress,2024-11-28 00:17:15
3,4,2,6000,In_Progress,2024-11-02 00:17:15
3,4,3,4000,In_Progress,2024-07-11 00:17:15
3,4,4,5000,In_Progress,2024-07-01 00:17:15
3,4,5,9000,In_Progress,2024-06-03 00:17:15
3,5,1,2000,In_Progress,2024-07-23 00:17:15
3,5,2,3000,In_Progress,2024-08-03 00:17:15
3,5,3,10000,Completed,2024-07-13 00:17:15
3,5,4,9000,In_Progress,2024-06-04 00:17:15
3,5,5,5000,In_Progress,2025-03-17 00:17:15
3,6,1,7000,In_Progress,2025-05-26 00:17:15
3,6,2,5000,In_Progress,2025-04-07 00:17:15
3,6,3,2000,In_Progress,2024-07-24 00:17:15
3,6,4,9000,In_Progress,2024-08-12 00:17:15
3,6,5,10000,Completed,2024-08-08 00:17:15
3,7,1,4000,In_Progress,2025-04-06 00:17:15
3,7,2,2000,In_Progress,2024-10-04 00:17:15
3,7,3,5000,In_Progress,2025-01-03 00:17:15
3,7,4,6000,In_Progress,2025-04-17 00:17:15
3,7,5,0,Not_Started,2024-09-11 00:17:15
3,8,1,1000,In_Progress,2025-05-20 00:17:15
3,8,2,10000,Completed,2024-06-02 00:17:15
3,8,3,5000,In_Progress,2025-04-25 00:17:15
3,8,4,4000,In_Progress,2024-12-09 00:17:15
3,8,5,2000,In_Progress,2024-09-27 00:17:15
3,9,1,4000,In_Progress,2024-06-02 00:17:15
3,9,2,7000,In_Progress,2024-11-23 00:17:15
3,9,3,10000,Completed,2025-04-08 00:17:15
3,9,4,2000,In_Progress,2024-10-28 00:17:15
3,9,5,3000,In_Progress,2025-04-04 00:17:15
3,10,1,5000,In_Progress,2025-03-10 00:17:15
3,10,2,7000,In_Progress,2025-05-02 00:17:15
3,10,3,6000,In_Progress,2024-07-26 00:17:15
3,10,4,8000,In_Progress,2024-11-08 00:17:15
3,10,5,4000,In_Progress,2024-07-19 00:17:15
3,11,1,7000,In_Progress,2024-08-12 00:17:15
3,11,2,3000,In_Progress,2025-04-21 00:17:15
3,11,3,8000,In_Progress,2024-12-03 00:17:15
3,11,4,9000,In_Progress,2025-03-24 00:17:15
3,11,5,4000,In_Progress,2024-08-05 00:17:15
3,12,1,8000,In_Progress,2024-11-10 00:17:15
3,12,2,4000,In_Progress,2025-03-17 00:17:15
3,12,3,5000,In_Progress,2025-05-23 00:17:15
3,12,4,8000,In_Progress,2024-09-01 00:17:15
3,12,5,6000,In_Progress,2024-10-14 00:17:15
3,13,1,2000,In_Progress,2024-09-26 00:17:15
3,13,2,0,Not_Started,2024-10-11 00:17:15
3,13,3,8000,In_Progress,2025-05-14 00:17:15
3,13,4,5000,In_Progress,2025-03-05 00:17:15
3,13,5,10000,Completed,2024-10-14 00:17:15
3,14,1,0,Not_Started,2024-10-28 00:17:15
3,14,2,0,Not_Started,2024-09-14 00:17:15
3,14,3,2000,In_Progress,2025-02-11 00:17:15
3,14,4,6000,In_Progress,2025-04-04 00:17:15
3,14,5,6000,In_Progress,2024-09-22 00:17:15
3,15,1,4000,In_Progress,2024-06-19 00:17:15
3,15,2,7000,In_Progress,2025-01-10 00:17:15
3,15,3,9000,In_Progress,2024-06-28 00:17:15
3,15,4,10000,Completed,2024-09-10 00:17:15
3,15,5,2000,In_Progress,2025-03-28 00:17:15
3,16,1,4000,In_Progress,2024-09-17 00:17:15
3,16,2,4000,In_Progress,2024-10-25 00:17:15
3,16,3,4000,In_Progress,2025-01-16 00:17:15
3,16,4,10000,Completed,2025-05-30 00:17:15
3,16,5,6000,In_Progress,2024-11-03 00:17:15
3,17,1,4000,In_Progress,2024-11-12 00:17:15
3,17,2,10000,Completed,2024-10-20 00:17:15
3,17,3,10000,Completed,2025-01-24 00:17:15
3,17,4,4000,In_Progress,2024-10-12 00:17:15
3,17,5,1000,In_Progress,2024-08-12 00:17:15
3,18,1,2000,In_Progress,2024-08-29 00:17:15
3,18,2,9000,In_Progress,2025-05-06 00:17:15
3,18,3,9000,In_Progress,2024-06-28 00:17:15
3,18,4,2000,In_Progress,2024-10-14 00:17:15
3,18,5,3000,In_Progress,2024-08-30 00:17:15
3,19,1,5000,In_Progress,2024-10-20 00:17:15
3,19,2,6000,In_Progress,2024-10-03 00:17:15
3,19,3,3000,In_Progress,2024-11-07 00:17:15
3,19,4,2000,In_Progress,2024-10-22 00:17:15
3,19,5,10000,Completed,2024-12-18 00:17:15
4,1,1,10000,Completed,2024-11-09 00:17:15
4,1,2,4000,In_Progress,2024-08-31 00:17:15
4,1,3,6000,In_Progress,2024-12-14 00:17:15
4,1,4,0,Not_Started,2024-09-13 00:17:15
4,1,5,8000,In_Progress,2024-07-18 00:17:15
4,2,1,2000,In_Progress,2025-04-08 00:17:15
4,2,2,0,Not_Started,2024-08-18 00:17:15
4,2,3,7000,In_Progress,2025-04-14 00:17:15
4,2,4,3000,In_Progress,2025-04-08 00:17:15
4,2,5,8000,In_Progress,2025-05-05 00:17:15
4,3,1,5000,In_Progress,2025-03-10 00:17:15
4,3,2,9000,In_Progress,2024-07-09 00:17:15
4,3,3,9000,In_Progress,2024-07-10 00:17:15
4,3,4,1000,In_Progress,2025-05-02 00:17:15
4,3,5,10000,Completed,2025-04-03 00:17:15
4,4,1,7000,In_Progress,2025-05-14 00:17:15
4,4,2,8000,In_Progress,2025-02-24 00:17:15
4,4,3,6000,In_Progress,2024-12-17 00:17:15
4,4,4,7000,In_Progress,2025-03-17 00:17:15
4,4,5,3000,In_Progress,2025-02-25 00:17:15
4,5,1,6000,In_Progress,2024-12-15 00:17:15
4,5,2,6000,In_Progress,2024-06-28 00:17:15
4,5,3,6000,In_Progress,2024-06-27 00:17:15
4,5,4,7000,In_Progress,2025-05-13 00:17:15
4,5,5,10000,Completed,2025-03-01 00:17:15
4,6,1,0,Not_Started,2025-01-16 00:17:15
4,6,2,3000,In_Progress,2025-03-01 00:17:15
4,6,3,7000,In_Progress,2024-11-17 00:17:15
4,6,4,7000,In_Progress,2024-08-16 00:17:15
4,6,5,8000,In_Progress,2025-02-26 00:17:15
4,7,1,10000,Completed,2025-03-01 00:17:15
4,7,2,6000,In_Progress,2025-02-21 00:17:15
4,7,3,1000,In_Progress,2025-04-09 00:17:15
4,7,4,3000,In_Progress,2024-09-14 00:17:15
4,7,5,1000,In_Progress,2025-05-27 00:17:15
4,8,1,3000,In_Progress,2025-05-04 00:17:15
4,8,2,4000,In_Progress,2025-03-19 00:17:15
4,8,3,6000,In_Progress,2024-10-18 00:17:15
4,8,4,7000,In_Progress,2025-02-17 00:17:15
4,8,5,6000,In_Progress,2024-07-18 00:17:15
4,9,1,0,Not_Started,2025-04-24 00:17:15
4,9,2,0,Not_Started,2025-02-13 00:17:15
4,9,3,6000,In_Progress,2024-12-05 00:17:15
4,9,4,1000,In_Progress,2025-01-18 00:17:15
4,9,5,10000,Completed,2024-07-29 00:17:15
4,10,1,1000,In_Progress,2025-01-20 00:17:15
4,10,2,10000,Completed,2024-08-22 00:17:15
4,10,3,3000,In_Progress,2024-06-13 00:17:15
4,10,4,4000,In_Progress,2024-09-09 00:17:15
4,10,5,1000,In_Progress,2024-07-14 00:17:15
4,11,1,6000,In_Progress,2025-04-16 00:17:15
4,11,2,6000,In_Progress,2025-03-31 00:17:15
4,11,3,9000,In_Progress,2024-11-01 00:17:15
4,11,4,9000,In_Progress,2024-08-12 00:17:15
4,11,5,1000,In_Progress,2025-01-02 00:17:15
4,12,1,8000,In_Progress,2025-03-25 00:17:15
4,12,2,6000,In_Progress,2024-09-06 00:17:15
4,12,3,9000,In_Progress,2024-07-30 00:17:15
4,12,4,10000,Completed,2025-05-31 00:17:15
4,12,5,10000,Completed,2024-08-17 00:17:15
4,13,1,10000,Completed,2025-04-04 00:17:15
4,13,2,9000,In_Progress,2025-01-13 00:17:15
4,13,3,6000,In_Progress,2025-02-13 00:17:15
4,13,4,1000,In_Progress,2024-07-27 00:17:15
4,13,5,6000,In_Progress,2024-08-23 00:17:15
4,14,1,10000,Completed,2025-05-20 00:17:15
4,14,2,1000,In_Progress,2024-11-16 00:17:15
4,14,3,5000,In_Progress,2025-02-24 00:17:15
4,14,4,0,Not_Started,2025-05-06 00:17:15
4,14,5,0,Not_Started,2024-06-29 00:17:15
4,15,1,1000,In_Progress,2025-05-02 00:17:15
4,15,2,5000,In_Progress,2024-08-01 00:17:15
4,15,3,5000,In_Progress,2025-01-19 00:17:15
4,15,4,3000,In_Progress,2025-05-11 00:17:15
4,15,5,2000,In_Progress,2025-03-01 00:17:15
4,16,1,8000,In_Progress,2024-11-10 00:17:15
4,16,2,4000,In_Progress,2024-06-04 00:17:15
4,16,3,8000,In_Progress,2024-10-26 00:17:15
4,16,4,10000,Completed,2025-01-03 00:17:15
4,16,5,6000,In_Progress,2025-05-14 00:17:15
4,17,1,4000,In_Progress,2025-03-15 00:17:15
4,17,2,0,Not_Started,2025-03-11 00:17:15
4,17,3,8000,In_Progress,2024-06-16 00:17:15
4,17,4,4000,In_Progress,2025-05-28 00:17:15
4,17,5,8000,In_Progress,2025-02-06 00:17:15
4,18,1,9000,In_Progress,2025-04-15 00:17:15
4,18,2,1000,In_Progress,2024-07-30 00:17:15
4,18,3,10000,Completed,2024-11-09 00:17:15
4,18,4,3000,In_Progress,2024-12-27 00:17:15
4,18,5,0,Not_Started,2025-05-29 00:17:15
4,19,1,0,Not_Started,2024-08-06 00:17:15
4,19,2,2000,In_Progress,2024-07-29 00:17:15
4,19,3,8000,In_Progress,2024-09-26 00:17:15
4,19,4,5000,In_Progress,2025-02-13 00:17:15
4,19,5,4000,In_Progress,2024-09-23 00:17:15
5,1,1,3000,In_Progress,2024-06-22 00:17:15
5,1,2,6000,In_Progress,2025-06-02 00:17:15
5,1,3,2000,In_Progress,2025-01-03 00:17:15
5,1,4,0,Not_Started,2025-04-21 00:17:15
5,1,5,0,Not_Started,2025-03-05 00:17:15
5,2,1,7000,In_Progress,2025-03-26 00:17:15
5,2,2,5000,In_Progress,2025-01-01 00:17:15
5,2,3,8000,In_Progress,2025-04-23 00:17:15
5,2,4,7000,In_Progress,2025-02-18 00:17:15
5,2,5,8000,In_Progress,2024-10-16 00:17:15
5,3,1,5000,In_Progress,2024-06-03 00:17:15
5,3,2,2000,In_Progress,2024-10-08 00:17:15
5,3,3,4000,In_Progress,2025-03-21 00:17:15
5,3,4,10000,Completed,2024-09-12 00:17:15
5,3,5,5000,In_Progress,2025-02-08 00:17:15
5,4,1,7000,In_Progress,2025-03-29 00:17:15
5,4,2,8000,In_Progress,2024-07-13 00:17:15
5,4,3,2000,In_Progress,2024-12-29 00:17:15
5,4,4,6000,In_Progress,2024-07-19 00:17:15
5,4,5,10000,Completed,2025-02-18 00:17:15
5,5,1,0,Not_Started,2025-04-30 00:17:15
5,5,2,8000,In_Progress,2024-07-22 00:17:15
5,5,3,0,Not_Started,2024-07-18 00:17:15
5,5,4,10000,Completed,2024-07-11 00:17:15
5,5,5,5000,In_Progress,2024-06-28 00:17:15
5,6,1,6000,In_Progress,2025-02-16 00:17:15
5,6,2,8000,In_Progress,2024-08-17 00:17:15
5,6,3,0,Not_Started,2025-03-13 00:17:15
5,6,4,1000,In_Progress,2024-10-28 00:17:15
5,6,5,4000,In_Progress,2025-05-21 00:17:15
5,7,1,7000,In_Progress,2024-10-20 00:17:15
5,7,2,9000,In_Progress,2024-10-21 00:17:15
5,7,3,4000,In_Progress,2024-08-16 00:17:15
5,7,4,4000,In_Progress,2024-11-13 00:17:15
5,7,5,1000,In_Progress,2025-03-26 00:17:15
5,8,1,4000,In_Progress,2025-02-24 00:17:15
5,8,2,6000,In_Progress,2024-10-17 00:17:15
5,8,3,7000,In_Progress,2024-08-02 00:17:15
5,8,4,6000,In_Progress,2024-12-19 00:17:15
5,8,5,3000,In_Progress,2024-06-23 00:17:15
5,9,1,1000,In_Progress,2024-07-31 00:17:15
5,9,2,7000,In_Progress,2025-02-03 00:17:15
5,9,3,9000,In_Progress,2024-10-16 00:17:15
5,9,4,3000,In_Progress,2024-09-06 00:17:15
5,9,5,1000,In_Progress,2025-02-17 00:17:15
5,10,1,6000,In_Progress,2024-10-10 00:17:15
5,10,2,8000,In_Progress,2025-01-06 00:17:15
5,10,3,9000,In_Progress,2024-11-14 00:17:15
5,10,4,9000,In_Progress,2024-11-16 00:17:15
5,10,5,7000,In_Progress,2025-01-09 00:17:15
5,11,1,6000,In_Progress,2024-09-05 00:17:15
5,11,2,0,Not_Started,2025-05-25 00:17:15
5,11,3,0,Not_Started,2024-09-14 00:17:15
5,11,4,3000,In_Progress,2025-04-01 00:17:15
5,11,5,1000,In_Progress,2024-07-02 00:17:15
5,12,1,6000,In_Progress,2025-04-29 00:17:15
5,12,2,7000,In_Progress,2025-01-07 00:17:15
5,12,3,3000,In_Progress,2025-02-06 00:17:15
5,12,4,9000,In_Progress,2024-08-18 00:17:15
5,12,5,6000,In_Progress,2025-05-17 00:17:15
5,13,1,4000,In_Progress,2024-10-20 00:17:15
5,13,2,9000,In_Progress,2025-03-14 00:17:15
5,13,3,6000,In_Progress,2025-02-14 00:17:15
5,13,4,8000,In_Progress,2024-06-10 00:17:15
5,13,5,8000,In_Progress,2025-03-03 00:17:15
5,14,1,3000,In_Progress,2024-12-27 00:17:15
5,14,2,5000,In_Progress,2025-03-18 00:17:15
5,14,3,3000,In_Progress,2024-09-21 00:17:15
5,14,4,2000,In_Progress,2025-02-11 00:17:15
5,14,5,2000,In_Progress,2025-02-18 00:17:15
5,15,1,7000,In_Progress,2024-06-20 00:17:15
5,15,2,0,Not_Started,2024-10-27 00:17:15
5,15,3,3000,In_Progress,2024-08-06 00:17:15
5,15,4,7000,In_Progress,2025-04-09 00:17:15
5,15,5,10000,Completed,2025-03-10 00:17:15
5,16,1,8000,In_Progress,2024-09-09 00:17:15
5,16,2,3000,In_Progress,2024-09-21 00:17:15
5,16,3,1000,In_Progress,2024-10-14 00:17:15
5,16,4,6000,In_Progress,2025-01-14 00:17:15
5,16,5,7000,In_Progress,2025-01-02 00:17:15
5,17,1,7000,In_Progress,2024-08-19 00:17:15
5,17,2,10000,Completed,2024-10-23 00:17:15
5,17,3,9000,In_Progress,2025-01-20 00:17:15
5,17,4,8000,In_Progress,2024-09-22 00:17:15
5,17,5,3000,In_Progress,2024-11-25 00:17:15
5,18,1,9000,In_Progress,2025-02-02 00:17:15
5,18,2,8000,In_Progress,2024-07-20 00:17:15
5,18,3,5000,In_Progress,2024-11-20 00:17:15
5,18,4,3000,In_Progress,2025-05-02 00:17:15
5,18,5,10000,Completed,2024-12-05 00:17:15
5,19,1,9000,In_Progress,2024-06-20 00:17:15
5,19,2,9000,In_Progress,2024-08-13 00:17:15
5,19,3,3000,In_Progress,2024-09-16 00:17:15
5,19,4,6000,In_Progress,2024-11-29 00:17:15
5,19,5,1000,In_Progress,2024-06-19 00:17:15
6,1,1,9000,In_Progress,2024-10-11 00:17:15
6,1,2,10000,Completed,2025-01-25 00:17:15
6,1,3,10000,Completed,2024-12-02 00:17:15
6,1,4,2000,In_Progress,2025-01-23 00:17:15
6,1,5,9000,In_Progress,2024-10-19 00:17:15
6,2,1,3000,In_Progress,2024-06-10 00:17:15
6,2,2,6000,In_Progress,2024-09-09 00:17:15
6,2,3,8000,In_Progress,2025-04-05 00:17:15
6,2,4,10000,Completed,2024-12-04 00:17:15
6,2,5,10000,Completed,2024-08-02 00:17:15
6,3,1,1000,In_Progress,2024-09-09 00:17:15
6,3,2,3000,In_Progress,2024-11-15 00:17:15
6,3,3,5000,In_Progress,2024-11-12 00:17:15
6,3,4,9000,In_Progress,2024-09-03 00:17:15
6,3,5,10000,Completed,2025-05-23 00:17:15
6,4,1,1000,In_Progress,2024-09-29 00:17:15
6,4,2,6000,In_Progress,2024-07-21 00:17:15
6,4,3,2000,In_Progress,2024-07-16 00:17:15
6,4,4,9000,In_Progress,2024-08-14 00:17:15
6,4,5,10000,Completed,2024-12-26 00:17:15
6,5,1,5000,In_Progress,2024-12-30 00:17:15
6,5,2,6000,In_Progress,2024-11-22 00:17:15
6,5,3,5000,In_Progress,2025-01-18 00:17:15
6,5,4,8000,In_Progress,2024-10-06 00:17:15
6,5,5,9000,In_Progress,2024-07-28 00:17:15
6,6,1,5000,In_Progress,2025-05-21 00:17:15
6,6,2,2000,In_Progress,2024-10-31 00:17:15
6,6,3,1000,In_Progress,2024-07-19 00:17:15
